Year,Country code,count,Method,Moment,Value,Country
2005,FR,7.0,Method 1,75%,0.6366918918424204,France
2006,FR,4.0,Method 1,75%,0.7695576198876439,France
2007,FR,3.0,Method 1,75%,0.39692380448800013,France
2008,FR,5.0,Method 1,75%,0.45103084192111054,France
2009,FR,6.0,Method 1,75%,0.5274479347565143,France
2010,FR,9.0,Method 1,75%,0.47976897607005087,France
2011,FR,9.0,Method 1,75%,0.5226584988166642,France
2012,FR,8.0,Method 1,75%,0.5704766899600394,France
2013,FR,9.0,Method 1,75%,0.5007412860406295,France
2014,FR,12.0,Method 1,75%,0.7642024719853605,France
2015,FR,7.0,Method 1,75%,0.4793189410354736,France
2016,FR,10.0,Method 1,75%,0.4600846170488501,France
2017,FR,6.0,Method 1,75%,0.5182666701962783,France
2018,FR,3.0,Method 1,75%,0.8407120221956512,France
1992,FR,1.0,Method 2,75%,3.4229243160386753,France
1993,FR,1.0,Method 2,75%,1.2812987439454888,France
1995,FR,26433.0,Method 2,75%,0.5866666666666667,France
1996,FR,48143.0,Method 2,75%,0.5948852834427929,France
1997,FR,51661.0,Method 2,75%,0.5904897090134847,France
1998,FR,56836.0,Method 2,75%,0.5868277757462175,France
1999,FR,60993.0,Method 2,75%,0.5883668903803132,France
2000,FR,64182.0,Method 2,75%,0.584890795055159,France
2001,FR,67379.0,Method 2,75%,0.5869000217807108,France
2002,FR,70404.0,Method 2,75%,0.5955829377860654,France
2003,FR,71276.0,Method 2,75%,0.6010601915184679,France
2004,FR,71407.0,Method 2,75%,0.5951168927357959,France
2005,FR,71545.0,Method 2,75%,0.5941459271994634,France
2006,FR,71966.0,Method 2,75%,0.5913716263254871,France
2007,FR,72686.0,Method 2,75%,0.5850201445578025,France
2008,FR,73124.0,Method 2,75%,0.5868042598839361,France
2009,FR,72032.0,Method 2,75%,0.6058019871092377,France
2010,FR,72237.0,Method 2,75%,0.5985275856218121,France
2011,FR,72255.0,Method 2,75%,0.5920685739627809,France
2012,FR,72396.0,Method 2,75%,0.5958270031985528,France
2013,FR,70914.0,Method 2,75%,0.5959714069599642,France
2014,FR,57492.0,Method 2,75%,0.5830571814209529,France
2015,FR,48903.0,Method 2,75%,0.5720017323844182,France
2016,FR,37385.0,Method 2,75%,0.560623108172694,France
2017,FR,31861.0,Method 2,75%,0.5532387759342595,France
2018,FR,9307.0,Method 2,75%,0.5549202071678188,France
2019,FR,3.0,Method 2,75%,0.4386988167961407,France
1992,FR,1.0,Method 3,75%,1.8537019717109646,France
1993,FR,1.0,Method 3,75%,3.08539653521573,France
1994,FR,1.0,Method 3,75%,1.2329789065732053,France
1995,FR,26507.0,Method 3,75%,0.9149277688603531,France
1996,FR,48548.0,Method 3,75%,0.9166660566442423,France
1997,FR,52093.0,Method 3,75%,0.9129201409782515,France
1998,FR,57319.0,Method 3,75%,0.9074470327598727,France
1999,FR,61483.0,Method 3,75%,0.9097271196155584,France
2000,FR,64800.0,Method 3,75%,0.9051490514905149,France
2001,FR,68122.0,Method 3,75%,0.9096541876828128,France
2002,FR,71437.0,Method 3,75%,0.9263826650598462,France
2003,FR,72488.0,Method 3,75%,0.9374194841753805,France
2004,FR,72659.0,Method 3,75%,0.9307299054089131,France
2005,FR,72576.0,Method 3,75%,0.9339455389573957,France
2006,FR,72900.0,Method 3,75%,0.9327526215013353,France
2007,FR,73464.0,Method 3,75%,0.920402817924515,France
2008,FR,74011.0,Method 3,75%,0.9284912309438229,France
2009,FR,72742.0,Method 3,75%,0.9670301502821386,France
2010,FR,73033.0,Method 3,75%,0.9460102086967759,France
2011,FR,73190.0,Method 3,75%,0.9328168603030174,France
2012,FR,73465.0,Method 3,75%,0.9416536757919282,France
2013,FR,71864.0,Method 3,75%,0.9407431020568998,France
2014,FR,58223.0,Method 3,75%,0.9300068826429012,France
2015,FR,49534.0,Method 3,75%,0.926441107494545,France
2016,FR,37908.0,Method 3,75%,0.9222097051875447,France
2017,FR,32306.0,Method 3,75%,0.9221724808562252,France
2018,FR,9422.0,Method 3,75%,0.9090877637074365,France
2019,FR,3.0,Method 3,75%,0.6332224216819773,France
1992,FR,1.0,Method 4,75%,2.0967112050540093,France
1993,FR,1.0,Method 4,75%,3.860224262513349,France
1994,FR,1.0,Method 4,75%,1.3827705654310394,France
1995,FR,26940.0,Method 4,75%,0.9725124578042116,France
1996,FR,49066.0,Method 4,75%,0.9749660961038009,France
1997,FR,52699.0,Method 4,75%,0.9718308389694555,France
1998,FR,58037.0,Method 4,75%,0.965716121454279,France
1999,FR,62288.0,Method 4,75%,0.9685058079636912,France
2000,FR,65558.0,Method 4,75%,0.9647576880418364,France
2001,FR,68816.0,Method 4,75%,0.9684483440436551,France
2002,FR,71825.0,Method 4,75%,0.9857127651735347,France
2003,FR,72410.0,Method 4,75%,0.9961888424233563,France
2004,FR,72462.0,Method 4,75%,0.9879855596509609,France
2005,FR,72397.0,Method 4,75%,0.9904038589829117,France
2006,FR,72830.0,Method 4,75%,0.9874710438895379,France
2007,FR,73469.0,Method 4,75%,0.975801483260678,France
2008,FR,73976.0,Method 4,75%,0.9854257994891211,France
2009,FR,72498.0,Method 4,75%,1.0345506307266437,France
2010,FR,72669.0,Method 4,75%,1.0024768435141829,France
2011,FR,72810.0,Method 4,75%,0.9892965827901069,France
2012,FR,72926.0,Method 4,75%,0.997416985489117,France
2013,FR,71353.0,Method 4,75%,0.9982125069930547,France
2014,FR,57869.0,Method 4,75%,0.9877952313392162,France
2015,FR,49195.0,Method 4,75%,0.9853205310778246,France
2016,FR,37640.0,Method 4,75%,0.9832656932246109,France
2017,FR,32069.0,Method 4,75%,0.9845642412538903,France
2018,FR,9352.0,Method 4,75%,0.973549959882289,France
2019,FR,3.0,Method 4,75%,0.6492272572331621,France
1995,IT,1.0,Method 1,75%,0.21827008459831615,Italy
1996,IT,1.0,Method 1,75%,0.2201886664759263,Italy
1997,IT,1.0,Method 1,75%,0.22743641863598446,Italy
1998,IT,1.0,Method 1,75%,0.2548239505204079,Italy
2000,IT,1.0,Method 1,75%,0.30711411789112014,Italy
2001,IT,2.0,Method 1,75%,0.3897196407140366,Italy
2002,IT,1.0,Method 1,75%,0.40434228683203915,Italy
2003,IT,2.0,Method 1,75%,0.4284644805653134,Italy
2004,IT,2.0,Method 1,75%,0.41021972784182187,Italy
2005,IT,3.0,Method 1,75%,0.3224240732334075,Italy
2006,IT,3.0,Method 1,75%,0.3131028419246866,Italy
2007,IT,4.0,Method 1,75%,0.35622263450399577,Italy
2008,IT,3.0,Method 1,75%,0.3243887313880557,Italy
2009,IT,6.0,Method 1,75%,0.646448312363618,Italy
2010,IT,5.0,Method 1,75%,0.5425403954429324,Italy
2011,IT,3.0,Method 1,75%,0.6369065774796427,Italy
2012,IT,3.0,Method 1,75%,0.44512840676910725,Italy
2013,IT,5.0,Method 1,75%,0.4207268579765747,Italy
2014,IT,8.0,Method 1,75%,0.38811780377837113,Italy
2015,IT,5.0,Method 1,75%,0.28947366489578374,Italy
1990,IT,125.0,Method 2,75%,0.41804635761589404,Italy
1991,IT,1064.0,Method 2,75%,0.4558583505213357,Italy
1992,IT,2614.0,Method 2,75%,0.45435792919083695,Italy
1993,IT,2618.0,Method 2,75%,0.4651481470346165,Italy
1994,IT,6778.0,Method 2,75%,0.4603743931369304,Italy
1995,IT,14381.0,Method 2,75%,0.4329776915615907,Italy
1996,IT,26054.0,Method 2,75%,0.4339323901139181,Italy
1997,IT,28759.0,Method 2,75%,0.44699896032153313,Italy
1998,IT,32673.0,Method 2,75%,0.4316028018129378,Italy
1999,IT,36534.0,Method 2,75%,0.43147638424918566,Italy
2000,IT,40122.0,Method 2,75%,0.4303785646571857,Italy
2001,IT,41478.0,Method 2,75%,0.4246660030864512,Italy
2002,IT,59089.0,Method 2,75%,0.44188937228091985,Italy
2003,IT,55265.0,Method 2,75%,0.44857539958304377,Italy
2004,IT,83227.0,Method 2,75%,0.46876901790402037,Italy
2005,IT,83448.0,Method 2,75%,0.4643257588968595,Italy
2006,IT,86271.0,Method 2,75%,0.4543984115070975,Italy
2007,IT,92452.0,Method 2,75%,0.4561490558140734,Italy
2008,IT,93661.0,Method 2,75%,0.473568864132369,Italy
2009,IT,93502.0,Method 2,75%,0.5055073215212443,Italy
2010,IT,93824.0,Method 2,75%,0.4898952695176028,Italy
2011,IT,94146.0,Method 2,75%,0.4914420036613773,Italy
2012,IT,93219.0,Method 2,75%,0.4991941524320263,Italy
2013,IT,92853.0,Method 2,75%,0.4962289377914539,Italy
2014,IT,93174.0,Method 2,75%,0.492020872143083,Italy
2015,IT,95882.0,Method 2,75%,0.4879171348640583,Italy
2016,IT,97118.0,Method 2,75%,0.48881768052858227,Italy
2017,IT,98068.0,Method 2,75%,0.48628609475402407,Italy
2018,IT,17255.0,Method 2,75%,0.4619949664577542,Italy
1990,IT,118.0,Method 3,75%,0.7562937775578733,Italy
1991,IT,916.0,Method 3,75%,0.7969045161593626,Italy
1992,IT,2405.0,Method 3,75%,0.8343558282208589,Italy
1993,IT,2358.0,Method 3,75%,0.8226348729238108,Italy
1994,IT,6397.0,Method 3,75%,0.788142419848558,Italy
1995,IT,13974.0,Method 3,75%,0.7450126069380761,Italy
1996,IT,25428.0,Method 3,75%,0.7712407051372672,Italy
1997,IT,27958.0,Method 3,75%,0.7868350822060209,Italy
1998,IT,31827.0,Method 3,75%,0.770167718990086,Italy
1999,IT,35600.0,Method 3,75%,0.7748207827703852,Italy
2000,IT,39059.0,Method 3,75%,0.7679404423267784,Italy
2001,IT,40884.0,Method 3,75%,0.7739138223793871,Italy
2002,IT,57839.0,Method 3,75%,0.8012134051841893,Italy
2003,IT,54074.0,Method 3,75%,0.8157264593478027,Italy
2004,IT,80931.0,Method 3,75%,0.8333333333333334,Italy
2005,IT,81082.0,Method 3,75%,0.8279900637161597,Italy
2006,IT,83871.0,Method 3,75%,0.8160240882059371,Italy
2007,IT,89448.0,Method 3,75%,0.8141863837733675,Italy
2008,IT,90062.0,Method 3,75%,0.843954239668969,Italy
2009,IT,89185.0,Method 3,75%,0.8926559138460889,Italy
2010,IT,89983.0,Method 3,75%,0.8605014612019593,Italy
2011,IT,90045.0,Method 3,75%,0.859193638583139,Italy
2012,IT,88660.0,Method 3,75%,0.8786766624174656,Italy
2013,IT,88304.0,Method 3,75%,0.8680703074873936,Italy
2014,IT,88800.0,Method 3,75%,0.8585954018631232,Italy
2015,IT,91627.0,Method 3,75%,0.8537837130429877,Italy
2016,IT,93059.0,Method 3,75%,0.8520936667726489,Italy
2017,IT,94261.0,Method 3,75%,0.847634257341157,Italy
2018,IT,16725.0,Method 3,75%,0.8284888063045569,Italy
1990,IT,126.0,Method 4,75%,0.8338335752798915,Italy
1991,IT,1063.0,Method 4,75%,0.89068645655093,Italy
1992,IT,2580.0,Method 4,75%,0.9155346120006779,Italy
1993,IT,2533.0,Method 4,75%,0.9325681492109039,Italy
1994,IT,6586.0,Method 4,75%,0.8910745028082667,Italy
1995,IT,14181.0,Method 4,75%,0.8480316973415133,Italy
1996,IT,25727.0,Method 4,75%,0.8768952519935906,Italy
1997,IT,28282.0,Method 4,75%,0.8959372431139865,Italy
1998,IT,32183.0,Method 4,75%,0.8747897141510141,Italy
1999,IT,36039.0,Method 4,75%,0.8825724666455891,Italy
2000,IT,39484.0,Method 4,75%,0.8787072340378572,Italy
2001,IT,40779.0,Method 4,75%,0.8813490799080421,Italy
2002,IT,57797.0,Method 4,75%,0.9033613445378151,Italy
2003,IT,53927.0,Method 4,75%,0.9176528842569245,Italy
2004,IT,81018.0,Method 4,75%,0.926976891283074,Italy
2005,IT,81219.0,Method 4,75%,0.9200343352066817,Italy
2006,IT,84119.0,Method 4,75%,0.9029966394646323,Italy
2007,IT,89968.0,Method 4,75%,0.9006840336609361,Italy
2008,IT,90503.0,Method 4,75%,0.9324189715220544,Italy
2009,IT,89416.0,Method 4,75%,0.9908883349269224,Italy
2010,IT,90538.0,Method 4,75%,0.9480839219806365,Italy
2011,IT,90770.0,Method 4,75%,0.9434708543037464,Italy
2012,IT,89298.0,Method 4,75%,0.9637461890389754,Italy
2013,IT,89118.0,Method 4,75%,0.9489629800338268,Italy
2014,IT,89951.0,Method 4,75%,0.9386291735699677,Italy
2015,IT,93001.0,Method 4,75%,0.9335928049716231,Italy
2016,IT,94771.0,Method 4,75%,0.9302444735286641,Italy
2017,IT,95992.0,Method 4,75%,0.9272198150428146,Italy
2018,IT,16910.0,Method 4,75%,0.9175899545055766,Italy
1986,GB,2.0,Method 1,75%,0.6164237863135125,United Kingdom
1987,GB,4.0,Method 1,75%,0.5576541514432153,United Kingdom
1988,GB,57.0,Method 1,75%,0.5756590409082926,United Kingdom
1989,GB,139.0,Method 1,75%,0.5359760707755696,United Kingdom
1990,GB,306.0,Method 1,75%,0.5296186650963883,United Kingdom
1991,GB,904.0,Method 1,75%,0.5441055028766559,United Kingdom
1992,GB,2380.0,Method 1,75%,0.5451675855255158,United Kingdom
1993,GB,3265.0,Method 1,75%,0.551566250435015,United Kingdom
1994,GB,4495.0,Method 1,75%,0.5509769336343164,United Kingdom
1995,GB,8597.0,Method 1,75%,0.5207509881422925,United Kingdom
1996,GB,9350.0,Method 1,75%,0.5304849964184883,United Kingdom
1997,GB,8960.0,Method 1,75%,0.5347861820065928,United Kingdom
1998,GB,8761.0,Method 1,75%,0.5468487812002634,United Kingdom
1999,GB,8818.0,Method 1,75%,0.5502561353709403,United Kingdom
2000,GB,8526.0,Method 1,75%,0.5516088963382201,United Kingdom
2001,GB,8279.0,Method 1,75%,0.5543438702995045,United Kingdom
2002,GB,8276.0,Method 1,75%,0.5670947888872029,United Kingdom
2003,GB,8024.0,Method 1,75%,0.5651536818063914,United Kingdom
2004,GB,7543.0,Method 1,75%,0.5554835680843782,United Kingdom
2005,GB,7283.0,Method 1,75%,0.5519034977996848,United Kingdom
2006,GB,6967.0,Method 1,75%,0.5469700656134384,United Kingdom
2007,GB,6815.0,Method 1,75%,0.5382188944501243,United Kingdom
2008,GB,6552.0,Method 1,75%,0.5367207236784626,United Kingdom
2009,GB,7412.0,Method 1,75%,0.5454602893782763,United Kingdom
2010,GB,8692.0,Method 1,75%,0.5095195099082201,United Kingdom
2011,GB,7269.0,Method 1,75%,0.5209200042147027,United Kingdom
2012,GB,6944.0,Method 1,75%,0.5234922954128081,United Kingdom
2013,GB,6767.0,Method 1,75%,0.5243066396461518,United Kingdom
2014,GB,6762.0,Method 1,75%,0.524065639195825,United Kingdom
2015,GB,6795.0,Method 1,75%,0.5264803154987495,United Kingdom
2016,GB,6750.0,Method 1,75%,0.5265398040039356,United Kingdom
2017,GB,6321.0,Method 1,75%,0.5268773035577926,United Kingdom
2018,GB,2927.0,Method 1,75%,0.5296060588053428,United Kingdom
2019,GB,20.0,Method 1,75%,0.40505219600980924,United Kingdom
1986,GB,4.0,Method 3,75%,1.6482154945434813,United Kingdom
1987,GB,35.0,Method 3,75%,0.8235157214426001,United Kingdom
1988,GB,263.0,Method 3,75%,0.8664850741359136,United Kingdom
1989,GB,985.0,Method 3,75%,0.942811177534953,United Kingdom
1990,GB,1644.0,Method 3,75%,0.9631508437357174,United Kingdom
1991,GB,2392.0,Method 3,75%,0.9900299589536483,United Kingdom
1992,GB,3171.0,Method 3,75%,0.9742762481186035,United Kingdom
1993,GB,3353.0,Method 3,75%,0.9673095022527278,United Kingdom
1994,GB,5052.0,Method 3,75%,0.9199241566428804,United Kingdom
1995,GB,10375.0,Method 3,75%,0.8846352364586805,United Kingdom
1996,GB,11493.0,Method 3,75%,0.8852369217059374,United Kingdom
1997,GB,11222.0,Method 3,75%,0.8767794245004878,United Kingdom
1998,GB,11129.0,Method 3,75%,0.886829913964262,United Kingdom
1999,GB,11235.0,Method 3,75%,0.9068592222992173,United Kingdom
2000,GB,11047.0,Method 3,75%,0.9084488777167353,United Kingdom
2001,GB,10860.0,Method 3,75%,0.9204779132113192,United Kingdom
2002,GB,11062.0,Method 3,75%,0.9264140086458218,United Kingdom
2003,GB,10904.0,Method 3,75%,0.9273563030396393,United Kingdom
2004,GB,9514.0,Method 3,75%,0.9189091584088424,United Kingdom
2005,GB,9014.0,Method 3,75%,0.9172842978450662,United Kingdom
2006,GB,8776.0,Method 3,75%,0.9174955632355689,United Kingdom
2007,GB,8823.0,Method 3,75%,0.8960741804155353,United Kingdom
2008,GB,8557.0,Method 3,75%,0.9078421276057219,United Kingdom
2009,GB,8167.0,Method 3,75%,0.9320864048407465,United Kingdom
2010,GB,8937.0,Method 3,75%,0.882207654377309,United Kingdom
2011,GB,7576.0,Method 3,75%,0.8716428083776364,United Kingdom
2012,GB,7232.0,Method 3,75%,0.8727423039830171,United Kingdom
2013,GB,7041.0,Method 3,75%,0.866337624073373,United Kingdom
2014,GB,7038.0,Method 3,75%,0.856077874412701,United Kingdom
2015,GB,7000.0,Method 3,75%,0.8559154041792073,United Kingdom
2016,GB,7044.0,Method 3,75%,0.8551267945490888,United Kingdom
2017,GB,6811.0,Method 3,75%,0.8669445141037556,United Kingdom
2018,GB,3238.0,Method 3,75%,0.8651193017671551,United Kingdom
2019,GB,38.0,Method 3,75%,0.7307210238033817,United Kingdom
1981,GB,1.0,Method 4,75%,1.2747710040891052,United Kingdom
1982,GB,15.0,Method 4,75%,0.9911171978997113,United Kingdom
1983,GB,62.0,Method 4,75%,0.9380631102191722,United Kingdom
1984,GB,185.0,Method 4,75%,0.9420919495375507,United Kingdom
1985,GB,428.0,Method 4,75%,0.946165039427252,United Kingdom
1986,GB,575.0,Method 4,75%,0.9715415904725144,United Kingdom
1987,GB,750.0,Method 4,75%,0.9668800396842594,United Kingdom
1988,GB,1015.0,Method 4,75%,0.946455070152177,United Kingdom
1989,GB,1301.0,Method 4,75%,1.010361133082009,United Kingdom
1990,GB,1709.0,Method 4,75%,1.0540684565756278,United Kingdom
1991,GB,2490.0,Method 4,75%,1.0894069870391916,United Kingdom
1992,GB,3247.0,Method 4,75%,1.0584482738844663,United Kingdom
1993,GB,3406.0,Method 4,75%,1.0456002133174604,United Kingdom
1994,GB,5278.0,Method 4,75%,0.9950910462680318,United Kingdom
1995,GB,10607.0,Method 4,75%,0.962006558462988,United Kingdom
1996,GB,11706.0,Method 4,75%,0.9616992027296558,United Kingdom
1997,GB,11441.0,Method 4,75%,0.9517292204032216,United Kingdom
1998,GB,11360.0,Method 4,75%,0.9651727836302879,United Kingdom
1999,GB,11506.0,Method 4,75%,0.994429926924086,United Kingdom
2000,GB,11331.0,Method 4,75%,1.0,United Kingdom
2001,GB,11142.0,Method 4,75%,1.0136511504404537,United Kingdom
2002,GB,11372.0,Method 4,75%,1.0160887747226333,United Kingdom
2003,GB,11294.0,Method 4,75%,1.0103952996409684,United Kingdom
2004,GB,9888.0,Method 4,75%,1.0010354356923858,United Kingdom
2005,GB,9503.0,Method 4,75%,0.9990307346695098,United Kingdom
2006,GB,9225.0,Method 4,75%,0.9965413857481068,United Kingdom
2007,GB,9187.0,Method 4,75%,0.9731050970698664,United Kingdom
2008,GB,8900.0,Method 4,75%,0.9812253532131068,United Kingdom
2009,GB,8527.0,Method 4,75%,1.0155275224420381,United Kingdom
2010,GB,9377.0,Method 4,75%,0.9597923208956275,United Kingdom
2011,GB,7854.0,Method 4,75%,0.9447231475839433,United Kingdom
2012,GB,7467.0,Method 4,75%,0.9423487683672824,United Kingdom
2013,GB,7246.0,Method 4,75%,0.937944609598615,United Kingdom
2014,GB,7234.0,Method 4,75%,0.9283391269537624,United Kingdom
2015,GB,7275.0,Method 4,75%,0.926327524065901,United Kingdom
2016,GB,7373.0,Method 4,75%,0.9328292597151397,United Kingdom
2017,GB,7343.0,Method 4,75%,0.9404914490999643,United Kingdom
2018,GB,3636.0,Method 4,75%,0.9404599577463161,United Kingdom
2019,GB,71.0,Method 4,75%,0.8743148939349801,United Kingdom
1997,SE,498.0,Method 1,75%,0.5589673204017974,Sweden
1998,SE,183.0,Method 1,75%,0.9212883927561115,Sweden
1999,SE,704.0,Method 1,75%,0.5948735421037726,Sweden
2000,SE,765.0,Method 1,75%,0.5885714285714285,Sweden
2001,SE,810.0,Method 1,75%,0.5915526098890717,Sweden
2002,SE,835.0,Method 1,75%,0.6015004515922268,Sweden
2003,SE,800.0,Method 1,75%,0.6111635220125786,Sweden
2004,SE,106.0,Method 1,75%,0.6841431009736607,Sweden
2005,SE,61.0,Method 1,75%,0.5991853112840467,Sweden
2006,SE,50.0,Method 1,75%,0.5890303741892657,Sweden
2007,SE,30.0,Method 1,75%,0.7078126045505828,Sweden
2008,SE,10.0,Method 1,75%,1.0241875620174108,Sweden
1997,SE,4026.0,Method 2,75%,0.4486360191967669,Sweden
1998,SE,9180.0,Method 2,75%,0.12807510348905973,Sweden
1999,SE,9018.0,Method 2,75%,0.4499894869638352,Sweden
2000,SE,9401.0,Method 2,75%,0.4480978899913438,Sweden
2001,SE,9865.0,Method 2,75%,0.4539249146757679,Sweden
2002,SE,10518.0,Method 2,75%,0.45904125710686405,Sweden
2003,SE,10880.0,Method 2,75%,0.4606951829033861,Sweden
2004,SE,7540.0,Method 2,75%,0.6185171455759332,Sweden
2005,SE,11400.0,Method 2,75%,0.6314656354978936,Sweden
2006,SE,11775.0,Method 2,75%,0.6205482309746329,Sweden
2007,SE,12017.0,Method 2,75%,0.6195439362995326,Sweden
2008,SE,12123.0,Method 2,75%,0.6239339260944164,Sweden
2009,SE,12337.0,Method 2,75%,0.6563854509759862,Sweden
2010,SE,12628.0,Method 2,75%,0.6343305099690221,Sweden
2011,SE,13037.0,Method 2,75%,0.626689139743273,Sweden
2012,SE,13377.0,Method 2,75%,0.638027783262527,Sweden
2013,SE,13748.0,Method 2,75%,0.6461101367011338,Sweden
2014,SE,14184.0,Method 2,75%,0.6403243785158192,Sweden
2015,SE,14530.0,Method 2,75%,0.6441406830965424,Sweden
2016,SE,14968.0,Method 2,75%,0.6444611026105916,Sweden
2017,SE,15414.0,Method 2,75%,0.6405206469400603,Sweden
2018,SE,6935.0,Method 2,75%,0.6382632758761903,Sweden
2019,SE,7.0,Method 2,75%,0.7010632320802913,Sweden
1997,SE,4322.0,Method 3,75%,0.8608767549445515,Sweden
1998,SE,8529.0,Method 3,75%,0.6574074074074074,Sweden
1999,SE,10147.0,Method 3,75%,0.8634361233480177,Sweden
2000,SE,10619.0,Method 3,75%,0.8521263769386749,Sweden
2001,SE,10887.0,Method 3,75%,0.872175445270967,Sweden
2002,SE,5143.0,Method 3,75%,0.9008526438211206,Sweden
2003,SE,2023.0,Method 3,75%,0.9673371434715878,Sweden
2004,SE,8920.0,Method 3,75%,0.9257334476386829,Sweden
2005,SE,11801.0,Method 3,75%,0.9167303284950343,Sweden
2006,SE,11937.0,Method 3,75%,0.899364406779661,Sweden
2007,SE,12106.0,Method 3,75%,0.898259398731498,Sweden
2008,SE,12142.0,Method 3,75%,0.910453439721408,Sweden
2009,SE,12184.0,Method 3,75%,0.9568961859165508,Sweden
2010,SE,12300.0,Method 3,75%,0.9269696848781515,Sweden
2011,SE,12497.0,Method 3,75%,0.9103799559471366,Sweden
2012,SE,12616.0,Method 3,75%,0.928884212811435,Sweden
2013,SE,12659.0,Method 3,75%,0.9375623534645089,Sweden
2014,SE,12802.0,Method 3,75%,0.9245838192606397,Sweden
2015,SE,13025.0,Method 3,75%,0.9205369353569551,Sweden
2016,SE,13243.0,Method 3,75%,0.9220691007728022,Sweden
2017,SE,13410.0,Method 3,75%,0.9190670606142,Sweden
2018,SE,5946.0,Method 3,75%,0.9058815038189157,Sweden
2019,SE,3.0,Method 3,75%,0.8904743264284108,Sweden
1994,SE,1.0,Method 4,75%,0.21925624451360626,Sweden
1996,SE,2.0,Method 4,75%,0.014459984935109737,Sweden
1997,SE,5039.0,Method 4,75%,0.9435342507349795,Sweden
1998,SE,9224.0,Method 4,75%,0.7692307692307693,Sweden
1999,SE,10533.0,Method 4,75%,0.9511069811667333,Sweden
2000,SE,11034.0,Method 4,75%,0.9383982732580023,Sweden
2001,SE,11450.0,Method 4,75%,0.9623755211990084,Sweden
2002,SE,11959.0,Method 4,75%,0.9780120945921926,Sweden
2003,SE,12208.0,Method 4,75%,0.9917011973169112,Sweden
2004,SE,9383.0,Method 4,75%,0.9895203121324327,Sweden
2005,SE,12091.0,Method 4,75%,0.9825619986930654,Sweden
2006,SE,12264.0,Method 4,75%,0.964096601899068,Sweden
2007,SE,12487.0,Method 4,75%,0.9600173761946134,Sweden
2008,SE,12558.0,Method 4,75%,0.9698225942528493,Sweden
2009,SE,12703.0,Method 4,75%,1.0286889953670755,Sweden
2010,SE,12986.0,Method 4,75%,0.9894469013068591,Sweden
2011,SE,13438.0,Method 4,75%,0.9672322406514953,Sweden
2012,SE,13842.0,Method 4,75%,0.9858409313931645,Sweden
2013,SE,14164.0,Method 4,75%,0.9938734356105834,Sweden
2014,SE,14684.0,Method 4,75%,0.9795910191603454,Sweden
2015,SE,15016.0,Method 4,75%,0.9768830204801677,Sweden
2016,SE,15483.0,Method 4,75%,0.9755799726706842,Sweden
2017,SE,15877.0,Method 4,75%,0.971485982042705,Sweden
2018,SE,7257.0,Method 4,75%,0.9559362584780176,Sweden
2019,SE,7.0,Method 4,75%,1.0210657064103188,Sweden
1993,PT,1.0,Method 1,75%,0.24412041392285982,Portugal
1994,PT,3.0,Method 1,75%,0.3490167452513851,Portugal
1995,PT,3.0,Method 1,75%,0.4156402763467995,Portugal
1996,PT,4.0,Method 1,75%,0.4546003149851508,Portugal
1997,PT,1214.0,Method 1,75%,0.40033370411568414,Portugal
1998,PT,3875.0,Method 1,75%,0.3530588472685916,Portugal
1999,PT,5374.0,Method 1,75%,0.3692113645045399,Portugal
2000,PT,5510.0,Method 1,75%,0.37214493207643895,Portugal
2001,PT,5122.0,Method 1,75%,0.3718839395177769,Portugal
2002,PT,105.0,Method 1,75%,0.42529989094874593,Portugal
2003,PT,70.0,Method 1,75%,0.4514234133701079,Portugal
2004,PT,15.0,Method 1,75%,0.36761888798429193,Portugal
2005,PT,15.0,Method 1,75%,0.37067951984669906,Portugal
2006,PT,3.0,Method 1,75%,0.3743921362957826,Portugal
2008,PT,1.0,Method 1,75%,0.36880927422961823,Portugal
2009,PT,2.0,Method 1,75%,0.547289621367334,Portugal
2010,PT,2.0,Method 1,75%,0.4447224685382619,Portugal
2011,PT,2.0,Method 1,75%,0.4743353426747508,Portugal
2012,PT,2.0,Method 1,75%,0.4524848617204168,Portugal
2013,PT,2.0,Method 1,75%,0.4073299750012053,Portugal
2014,PT,2.0,Method 1,75%,0.4397279075796958,Portugal
2015,PT,2.0,Method 1,75%,0.26813652872322213,Portugal
2016,PT,2.0,Method 1,75%,0.26499972930539767,Portugal
1993,PT,1.0,Method 2,75%,0.32017273288093767,Portugal
1994,PT,2.0,Method 2,75%,0.3301874595992243,Portugal
1995,PT,2.0,Method 2,75%,0.36652804070613804,Portugal
1996,PT,4.0,Method 2,75%,0.5480611272189271,Portugal
1997,PT,325.0,Method 2,75%,0.661911582996472,Portugal
1998,PT,2128.0,Method 2,75%,0.5054409077080898,Portugal
1999,PT,3093.0,Method 2,75%,0.5457463884430177,Portugal
2000,PT,3530.0,Method 2,75%,0.5544633077765608,Portugal
2001,PT,3463.0,Method 2,75%,0.5556369617224881,Portugal
2002,PT,9891.0,Method 2,75%,0.6498228515309357,Portugal
2003,PT,11069.0,Method 2,75%,0.6669836793143782,Portugal
2004,PT,10839.0,Method 2,75%,0.6492028879965044,Portugal
2005,PT,25623.0,Method 2,75%,0.6842105263157895,Portugal
2006,PT,26490.0,Method 2,75%,0.6751625637637844,Portugal
2007,PT,26837.0,Method 2,75%,0.6728624535315985,Portugal
2008,PT,26038.0,Method 2,75%,0.6889240157775449,Portugal
2009,PT,25534.0,Method 2,75%,0.7101006456409793,Portugal
